"date","sim_l2","sim_l1","sim_s2","sim_s1","eu_index_l2","eu_index_l1","us_index_l2","us_index_l1","eu_index_s2","eu_index_s1","us_index_s2","us_index_s1"
1990-02-11,79.3983997906999,89.0978191505031,116.875926012445,107.278008535492,79.4363,89.72502,83.69394,92.05302,125.51338,112.73701,120.04787,110.20701
1990-02-12,78.8638556868947,88.7935517460538,117.408613883062,107.487854910934,78.90242,89.43385,83.27,91.83097,126.39912,113.14689,120.69912,110.51834
1990-02-13,79.8922297274168,89.3667798137934,117.231241107767,107.616989862704,79.93221,90.02778,83.73162,92.09657,124.78998,112.43881,120.07306,110.24414
1990-02-14,80.0626894215681,89.4587184049381,116.372468016342,107.134403665356,80.10368,90.13466,84.21992,92.37621,124.5648,112.34938,119.4156,109.95472
1990-02-15,82.0263270888948,90.5512384614387,114.80903956128,106.617371330727,82.06925,91.25083,85.67529,93.18564,121.54696,111.00036,117.39323,109.03618
1990-02-16,80.8979278263772,89.9240553563768,116.325454849042,107.316181101848,80.94121,90.63408,84.54607,92.58273,123.25656,111.7927,118.98133,109.78593
1990-02-17,80.1233555599857,89.4891640018612,117.562588260526,107.910191733185,80.16716,90.21095,83.69534,92.12806,124.47522,112.35713,120.22044,110.36993
1990-02-18,79.4987193343736,89.1360099286614,118.664528969468,108.448666364089,79.54311,89.87007,82.97345,91.74182,125.4848,112.82461,121.29994,110.87783
1990-02-19,78.8525696325092,88.7691583739471,119.411665382624,108.76119490641,78.89752,89.51554,82.41805,91.4458,126.5441,113.3127,122.15516,111.28114
1990-02-20,78.1124784964482,88.3474392283678,119.611604867542,108.716418581153,78.15792,89.10606,82.08514,91.27217,127.77107,113.87391,122.69282,111.5386
1990-02-21,77.27386188661,87.8680103221644,119.3936838505,108.393732936611,77.31972,88.6385,81.90846,91.18519,129.18332,114.5154,123.00263,111.69227
1990-02-22,76.1256984927992,87.2106496161878,120.735384588831,108.941715118309,76.17177,87.9904,80.90543,90.63794,131.14173,115.39531,124.55244,112.40859
1990-02-23,76.1756167960759,87.2355694304542,122.587814161881,110.072652825904,76.2226,88.02908,80.11785,90.20775,131.09443,115.3858,125.80922,112.98842
1990-02-24,77.019814042219,87.7135440064662,121.749389871008,109.778116683182,77.0682,88.52696,80.795,90.59988,129.67905,114.77454,124.79043,112.54371
1990-02-25,78.27399427202,88.4222132128876,121.042617833972,109.655236778798,78.32406,89.25813,81.56048,91.04003,127.60534,113.86876,123.6521,112.04311
1990-02-26,79.1616601088295,88.9187752865494,120.049377530618,109.266952648085,79.2132,89.77501,82.33169,91.48151,126.19761,113.25281,122.52666,111.54593
1990-02-27,79.7007524387529,89.2179211900188,118.780321024216,108.625724991367,79.75356,90.09173,83.11816,91.92954,125.37966,112.89816,121.39952,111.04551
1990-02-28,81.0440294840197,89.9648463645867,118.076267937877,108.505896690009,81.09865,90.86216,83.9285,92.38884,123.30682,111.97744,120.25896,110.53648
1990-03-01,83.2540315272418,91.185065138896,118.834620121033,109.467231752505,83.31108,92.11226,84.34508,92.62937,119.9828,110.48041,119.70563,110.29475
1990-03-02,84.9298291095976,92.0984322871139,117.075748900619,108.759078232708,84.98899,93.05046,85.75871,93.41684,117.60447,109.3973,117.74039,109.40187
1990-03-03,85.2791622472617,92.2833861485128,117.901410014764,109.34929895424,85.33955,93.25315,85.4934,93.28367,117.15931,109.20202,118.14756,109.60343
1990-03-04,85.5382212240799,92.4195295501323,119.023384865816,110.102939746221,85.59978,93.40609,85.05884,93.05791,116.8421,109.06593,118.79098,109.91429
1990-03-05,85.57914118526,92.4378169192419,119.661430022537,110.509836350656,85.64172,93.43976,84.7884,92.92122,116.82517,109.06976,119.21176,110.12137
1990-03-06,84.9734630052888,92.1088557248929,114.84849057203,107.422033977019,85.03659,93.1204,86.91436,94.09735,117.68976,109.48504,116.26269,108.77166
1990-03-07,85.3557049640282,92.3117096239453,116.187565510274,108.341943022317,85.4201,93.34107,86.39174,93.82603,117.19853,109.26824,117.00467,109.13126
1990-03-08,86.0286887329675,92.6728503691959,113.279188654544,106.681668787523,86.09458,93.72032,88.08939,94.75931,116.31152,108.86642,114.74549,108.09009
1990-03-09,85.5342611097768,92.4034935597622,115.377493573097,107.901917394333,85.60077,93.46235,86.858,94.10852,117.01807,109.20879,116.38991,108.87689
1990-03-10,85.734195045457,92.5074115529223,115.399831883777,107.962305075655,85.80185,93.58296,86.93426,94.16127,116.7835,109.11112,116.33031,108.86138
1990-03-11,86.2807907847408,92.7973701770063,115.448249916069,108.111331522075,86.34987,93.89269,87.11363,94.26986,116.0769,108.79283,116.13277,108.78131
1990-03-12,86.481730635244,92.9014091902846,115.467978363309,108.170067159691,86.55197,94.01354,87.1912,94.32328,115.8455,108.69619,116.07178,108.76508
1990-03-13,85.852270265703,92.5603103968268,117.869358598343,109.543754388379,85.923,93.6829,85.79655,93.5803,116.72692,109.12154,117.96862,109.66606
1990-03-14,85.7721219655873,92.5138152692058,116.969274148712,108.973898970711,85.84378,93.65061,86.22749,93.82659,116.87514,109.20263,117.41823,109.42257
1990-03-15,85.5051715745544,92.3665469341803,115.608563220111,108.07709466428,85.5776,93.51617,86.82944,94.1655,117.27734,109.4022,116.64068,109.07269
1990-03-16,86.7851670018945,93.0541865637636,112.593268533759,106.472511711398,86.85967,94.22742,88.79831,95.24446,115.55762,108.61177,114.03507,107.8667
1990-03-17,87.0001772506387,93.1656528014622,112.025294733293,106.162931860048,87.07587,94.35552,89.19072,95.4664,115.30938,108.50673,113.57204,107.65985
1990-03-18,87.1248311260276,93.2286236368713,111.572557117218,105.906756521256,87.20164,94.43453,89.49418,95.64032,115.18245,108.45866,113.22651,107.5082
1990-03-19,87.0887138393962,93.205471368349,111.39830085278,105.793614228657,87.1665,94.42641,89.59555,95.70604,115.26863,108.5109,113.13937,107.47897
1990-03-20,86.7571812378644,93.0249899583636,113.175656655996,106.85670954628,86.83568,94.25814,88.55348,95.16107,115.74544,108.74697,114.49529,108.13517
1990-03-21,87.0538279365157,93.180643889589,115.279457705596,108.246696820203,87.1336,94.43067,87.58472,94.65235,115.38749,108.59043,115.78978,108.75901
1990-03-22,84.5268352145713,91.8239232928614,117.79941913755,109.305206772399,84.6053,93.07136,85.47419,93.52342,118.77178,110.19435,118.61985,110.10046
1990-03-23,85.5774109017698,92.3889154801624,116.977428856852,109.027196580488,85.65783,93.66051,86.24249,93.95507,117.32992,109.53673,117.59551,109.63752
1990-03-24,85.7036110465639,92.4525877873451,116.94122215521,109.035818495214,85.78514,93.74043,86.32203,94.00976,117.19335,109.48416,117.52982,109.61929
1990-03-25,85.7374461243583,92.4664529312937,116.988438579542,109.076674467993,85.82,93.7698,86.32959,94.02526,117.1836,109.49078,117.5623,109.64682
1990-03-26,85.8608941215256,92.5285620557753,116.959696397457,109.089297999683,85.94456,93.84814,86.40454,94.07745,117.05128,109.44014,117.50301,109.63156
1990-03-27,87.5436298244945,93.4307581012437,114.134219770422,107.693499410651,87.62993,94.77861,88.38164,95.16518,114.79027,108.39424,114.85407,108.40823
1990-03-28,87.2697457345883,93.2801729359953,113.523894129846,107.257708652979,87.35679,94.64129,88.62513,95.30785,115.18483,108.59156,114.57959,108.29101
1990-03-29,85.6306996229444,92.3980459226096,113.728208937755,107.054319986024,85.71712,93.76325,87.97896,94.97209,117.3806,109.63738,115.45691,108.71802
1990-03-30,84.2661947630295,91.6555830608282,113.739617327976,106.780695954796,84.35223,93.0268,87.52176,94.73688,119.28424,110.53731,116.09898,109.03268
1990-03-31,84.3749275943966,91.7103326662481,114.460922549395,107.259366413678,84.46205,93.09754,87.20995,94.57965,119.16713,110.49426,116.55508,109.25924
1990-04-01,84.6782070153757,91.870619181363,115.157832890358,107.763219105794,84.76662,93.27594,86.98085,94.46693,118.77698,110.32502,116.90397,109.43519
1990-04-02,85.0881680242342,92.0883490570979,115.772928100979,108.238091454696,85.17799,93.51305,86.83167,94.39747,118.2407,110.08783,117.14761,109.56173
1990-04-03,87.0403715024797,93.1407003288873,112.093212825417,106.36336642704,87.13324,94.59717,89.36169,95.78421,115.5641,108.85367,113.77427,107.99675
1990-04-04,85.1526972373778,92.1262914399829,113.439793464731,106.835227997194,85.24456,93.58288,88.01495,95.07419,118.10657,110.0628,115.52934,108.84211
1990-04-05,85.4409597801657,92.2779447862762,114.064796212459,107.29221807532,85.53412,93.75265,87.81165,94.97597,117.74568,109.90648,115.83862,109.00019
1990-04-06,84.8883824503608,91.9750622692148,114.421027187488,107.404189060076,84.98193,93.46089,87.45872,94.79661,118.54589,110.29184,116.34628,109.25136
1990-04-07,84.6936436136009,91.8657290246446,114.156941664419,107.202338571087,84.78796,93.36512,87.54655,94.8557,118.85765,110.44881,116.27181,109.22876
1990-04-08,84.6180366153962,91.8211503558969,113.665044469707,106.883030189769,84.71325,93.33484,87.79254,95.00045,119.0038,110.52869,115.98729,109.10748
1990-04-09,84.6863494179194,91.854687369735,113.198164432458,106.609334479642,84.78262,93.38393,88.07703,95.16586,118.94784,110.51469,115.65333,108.96272
1990-04-10,85.184561921264,92.1203796549613,112.899411685179,106.530524564588,85.28238,93.67009,88.42388,95.36471,118.28723,110.21984,115.23939,108.77997
1990-04-11,83.9268092910158,91.4346729316111,112.281636728092,105.88347143897,84.02417,92.98998,88.32944,95.32526,120.0715,111.06306,115.40411,108.86994
1990-04-12,84.7043149757526,91.8544510765847,110.474059170671,104.915329133141,84.80355,93.43195,89.57216,96.00731,118.99673,110.57786,113.82004,108.13499
1990-04-13,85.1815045501369,92.1083143384435,110.597197733876,105.095796612945,85.28228,93.7064,89.69323,96.08372,118.36468,110.29602,113.70713,108.09347
1990-04-14,85.5690491428359,92.3132051558702,110.806399112629,105.312110667884,85.67127,93.9309,89.73595,96.11814,117.86466,110.07486,113.69391,108.0993
1990-04-15,85.813965148467,92.4411081354109,110.999660468131,105.489066560684,85.91747,94.0767,89.7374,96.13046,117.56616,109.94729,113.73302,108.13001
1990-04-16,85.8138410315546,92.4371478929463,111.081091249355,105.545012799409,85.91834,94.08801,89.71416,96.12972,117.60551,109.9775,113.80426,108.17618
1990-04-17,85.5320598911072,92.2812681091527,111.027336973024,105.457494482938,85.63721,93.94497,89.66554,96.11549,118.03067,110.18812,113.90825,108.23804
1990-04-18,82.6986321842143,90.7485393981868,113.074572649182,106.176198972737,82.80129,92.40031,87.5822,95.01079,121.97708,112.04206,116.59523,109.5272
1990-04-19,81.7594598192327,90.2295236682662,115.133096801695,107.268600994774,81.86191,91.88678,86.21005,94.2781,123.40089,112.70796,118.4629,110.41689
1990-04-20,81.3501453838671,90.0010373623161,117.978309988341,108.951621197083,81.45303,91.66773,84.67535,93.45034,124.05823,113.02003,120.61267,111.43123
1990-04-21,80.7437197359132,89.6616705625748,119.4988894561,109.757085950267,80.84678,91.33702,83.75771,92.95526,125.02242,113.47119,121.96244,112.06732
1990-04-22,79.9026476828174,89.1900623932759,120.398874116574,110.121937742463,80.00557,90.8723,83.06384,92.58147,126.3642,114.09218,123.01638,112.56419
1990-04-23,79.3336347742582,88.8680931153495,121.075960735602,110.408456515242,79.43675,90.55972,82.57337,92.31934,127.30479,114.529,123.78716,112.92955
1990-04-24,79.6021964372331,89.0143044490513,122.118702157651,111.109115815098,79.70658,90.72377,82.21237,92.12865,126.91475,114.36563,124.37295,113.20946
1990-04-25,79.2630387877289,88.8216441939592,120.081929593809,109.799887494867,79.3679,90.54123,83.03387,92.60005,127.49563,114.63926,123.17359,112.67634
1990-04-26,79.9685569481879,89.2116402677489,119.715224026183,109.743253595697,80.07527,90.95489,83.4662,92.85227,126.39975,114.15858,122.57626,112.4158
1990-04-27,77.1135601047549,87.614399237509,121.743214202317,110.334119047644,77.21739,89.34175,81.53502,91.78925,130.94814,116.22411,125.45391,113.74795
1990-04-28,77.3327613739451,87.7346196128052,121.656225689675,110.338185398506,77.43778,89.47915,81.66913,91.87575,130.6167,116.08896,125.29266,113.6876
1990-04-29,77.7104423428771,87.9443414764479,121.384240446142,110.267823651346,77.81687,89.70818,81.94151,92.03999,130.01962,115.83571,124.91964,113.5311
1990-04-30,78.2393574481399,88.2388889182743,120.967102358573,110.144521026874,78.34741,90.02419,82.3326,92.27075,129.17539,115.47186,124.36824,113.29334
1990-05-01,79.2012224002057,88.7762221571819,120.177762667406,109.895263802306,79.31151,90.58842,83.04403,92.68039,127.62718,114.79222,123.33664,112.83605
1990-05-02,80.2680490253421,89.3698790100155,118.617115754973,109.195257766804,80.38074,91.20959,84.15227,93.30937,125.94797,114.04947,121.72985,112.11301
1990-05-03,80.4220026910218,89.4524930010394,117.640046598428,108.635436982343,80.53584,91.30824,84.6885,93.61787,125.74892,113.97177,120.99729,111.78824
1990-05-04,80.5259935035363,89.5090048674699,114.825348963779,106.931867440299,80.64091,91.37842,86.10609,94.41268,125.62852,113.92954,119.01303,110.88419
1990-05-05,80.6608877950495,89.5805768572671,114.170761494126,106.559983130118,80.77693,91.4661,86.50158,94.64087,125.46018,113.86554,118.509,110.66186
1990-05-06,80.8341637343547,89.6730702034034,113.818589820908,106.383487154092,80.95139,91.57551,86.76111,94.79425,125.23264,113.77461,118.19608,110.52821
1990-05-07,81.0595001524913,89.7944786136404,113.241393119724,106.077814542638,81.17799,91.71433,87.15509,95.02092,124.9253,113.64731,117.70181,110.30957
1990-05-08,81.3601212956517,89.9578384270048,112.038450387064,105.396967612685,81.47999,91.89557,87.90144,95.43921,124.50344,113.46772,116.73521,109.86901
1990-05-09,80.3253329454154,89.3808986031484,110.559928587137,104.250279230751,80.44462,91.32239,88.32461,95.6804,126.12686,114.21976,116.21479,109.63642
1990-05-10,80.5696292205712,89.5132476403,109.863303881457,103.869700359046,80.69021,91.47233,88.8057,95.95253,125.78491,114.07721,115.62337,109.36981
1990-05-11,83.7807995971718,91.2923966463442,104.280893177972,101.04547306413,83.90712,93.30634,93.02781,98.24507,120.80958,111.8334,110.16539,106.80076
1990-05-12,84.8477399169971,91.8681257290327,103.929315161211,101.03652601406,84.97664,93.91181,93.64966,98.58531,119.30887,111.15088,109.46826,106.4749
1990-05-13,85.6572267713184,92.3011800491988,103.550188391145,100.955283558137,85.78834,94.37125,94.19443,98.88397,118.20849,110.65033,108.87065,106.19628
1990-05-14,86.1184380352783,92.5450613326097,103.456706198015,100.98909491087,86.25125,94.63683,94.44088,99.02532,117.61076,110.38255,108.62537,106.08869
1990-05-15,86.3341372544342,92.6569681323856,104.065834126941,101.431827081021,86.46828,94.76694,94.17157,98.89624,117.35579,110.27492,108.97517,106.27162
1990-05-16,85.617460159654,92.2674471952976,103.9385086843,101.21257893611,85.75149,94.38521,94.00617,98.82038,118.36838,110.76264,109.20193,106.39315
1990-05-17,85.889501946041,92.4099509551463,103.751469708698,101.148912596679,86.02495,94.5467,94.23959,98.95496,118.03167,110.61709,108.97007,106.29215
1990-05-18,86.110168443767,92.5245907794096,103.799069404634,101.22731339794,86.24696,94.67969,94.31277,99.00532,117.76784,110.50544,108.92491,106.2821
1990-05-19,86.6591283060322,92.8150159973832,103.358821739111,101.052706522981,86.79779,94.99301,94.80039,99.27319,117.05541,110.18316,108.40071,106.03832
1990-05-20,87.5156233898538,93.2687853029664,102.656182452636,100.765196841074,87.65666,95.4741,95.56203,99.68395,115.93582,109.6682,107.56809,105.64303
1990-05-21,88.5035269316648,93.7895664044281,102.458789124121,100.829269262343,88.64717,96.02469,96.06304,99.95731,114.66395,109.07859,107.04272,105.39697
1990-05-22,89.6908140842299,94.4123614053252,102.834308392746,101.30446476512,89.83741,96.68059,96.27704,100.08071,113.16209,108.37616,106.84292,105.31047
1990-05-23,89.8417577435638,94.4882230357274,102.2414268462,100.947915472303,89.98964,96.77376,96.72373,100.32498,113.00957,108.31485,106.38562,105.09699
1990-05-24,89.4910336548714,94.2997571387837,102.860440760463,101.293905968066,89.63938,96.59661,96.22983,100.08103,113.48821,108.55591,106.96758,105.39638
1990-05-25,87.7657762195731,93.3869591755181,105.241810631752,102.536454007293,87.9123,95.67722,94.14957,99.0114,115.71177,109.63104,109.31684,106.56569
1990-05-26,87.8870464091484,93.4478872928403,104.639295125575,102.173161253676,88.03479,95.75489,94.57448,99.24684,115.59034,109.58529,108.86298,106.35655
1990-05-27,88.4700475789498,93.7544307255799,103.093642594059,101.284676437504,88.61979,96.0841,95.73915,99.86998,114.8607,109.25119,107.56031,105.73226
1990-05-28,89.2729231110102,94.1756120706056,101.840576687563,100.621497778318,89.42505,96.53172,96.82657,100.44926,113.85451,108.78439,106.3763,105.16229
1990-05-29,90.2001981163229,94.6589972735509,101.587361243382,100.632551848505,90.35494,97.0447,97.34174,100.72866,112.70731,108.24795,105.84858,104.91334
1990-05-30,91.5465427920778,95.3585489398594,102.222074472988,101.305251152482,91.70464,97.78059,97.43884,100.79032,111.05922,107.468,105.77824,104.88953
1990-05-31,93.5890242707328,96.4103971104985,103.098983026881,102.262805528584,93.75171,98.87843,97.62144,100.89692,108.59343,106.28123,105.6183,104.82206
1990-06-01,93.7535932734157,96.4925890058257,101.597560043219,101.304924922384,93.91765,98.97735,98.65336,101.44245,108.43856,106.21687,104.53904,104.29839
1990-06-02,94.5448418427549,96.8951818136794,100.642131659278,100.816518154046,94.71137,99.40702,99.57132,101.92672,107.5578,105.79694,103.60335,103.84345
1990-06-03,96.0230621217867,97.6468367157204,100.151871112626,100.75559367592,96.19329,100.19619,100.43171,102.37947,105.9093,104.99756,102.74495,103.42503
1990-06-04,96.778529661192,98.0256053189385,99.8410185575552,100.683076355832,96.95121,100.60252,100.92415,102.64289,105.10982,104.61255,102.2783,103.2019
1990-06-05,96.0899962471747,97.6719762271436,100.168543174063,100.787806334155,96.26257,100.25686,100.48593,102.4325,105.89177,105.01293,102.75958,103.4564
1990-06-06,94.4725171905569,96.8446904540281,100.761658314007,100.906815005567,94.6433,99.42524,99.54343,101.96448,107.70776,105.9247,103.75985,103.97158
1990-06-07,94.032547301733,96.6155718704567,102.097539537726,101.724880471893,94.20363,99.20575,98.53446,101.46006,108.24471,106.2001,104.84843,104.52873
1990-06-08,92.1854277917259,95.6627052094122,104.921874130553,103.272504228995,92.35424,98.24335,96.09967,100.21882,110.40471,107.27105,107.47523,105.84995
1990-06-09,92.3245243196241,95.7308486009154,104.600533878602,103.091934829323,92.49466,98.3293,96.36628,100.36997,110.27442,107.21918,107.21606,105.7343
1990-06-10,92.6480976583816,95.8945988301333,103.939156299643,102.721974018227,92.8199,98.51342,96.90736,100.66391,109.92371,107.06008,106.65258,105.46842
1990-06-11,93.0944358455991,96.1215436199846,103.074327515648,102.239046435709,93.26814,98.76252,97.62308,101.04784,109.42942,106.83074,105.90291,105.10968
1990-06-12,95.1104448595893,97.1580857834956,100.285203846274,100.768324285122,95.28899,99.84379,100.11398,102.34919,107.09271,105.70151,103.23639,103.79826
1990-06-13,94.2202632271598,96.6983902369821,100.991673376481,101.088331690788,94.39824,99.38853,99.35368,101.97343,108.12887,106.22408,104.05949,104.22429
1990-06-14,93.5687315248516,96.360012476638,102.373956758848,101.898623969026,93.74657,99.05676,98.24272,101.4157,108.91098,106.61949,105.26012,104.83739
1990-06-15,93.7010751224794,96.4238196628534,102.501991880005,102.011744906538,93.88025,99.13865,98.22955,101.42123,108.79229,106.57264,105.31278,104.87552
1990-06-16,92.3210575726948,95.7083539977765,103.091866684104,102.156567423655,92.49868,98.42041,97.38899,100.99963,110.42823,107.38519,106.25182,105.355
1990-06-17,89.5253060723773,94.2544615664699,104.211418245762,102.384818596125,89.69862,96.94203,95.7104,100.1415,113.80593,109.03892,108.12022,106.29328
1990-06-18,88.2105133838754,93.5571377931505,104.769078622588,102.503362309636,88.38232,96.24185,94.91853,99.73939,115.51302,109.86836,109.05364,106.76416
1990-06-19,88.9233422245184,93.9306986674858,103.847011859077,102.044251938015,89.09756,96.64239,95.75211,100.18942,114.61634,109.45374,108.13448,106.3263
1990-06-20,89.7958717052531,94.3856110058091,103.866756892675,102.227651689611,89.97283,97.1282,96.0726,100.3692,113.52747,108.94552,107.8116,106.17956
1990-06-21,90.3995508544455,94.6983882396219,103.083350019651,101.832367371338,90.57874,97.46632,96.79233,100.75731,112.80014,108.6081,107.04227,105.81272
1990-06-22,87.5220763490985,93.18660080001,105.833136465296,103.107424174089,87.69661,95.9266,94.05933,99.347,116.42392,110.36396,110.10135,107.33663
1990-06-23,86.9373675008463,92.8709499545841,106.82357296949,103.640131323925,87.11175,95.61757,93.28446,98.9498,117.23849,110.76164,111.04772,107.81005
1990-06-24,86.4321428137859,92.5968126829101,107.566798645339,104.02470363006,86.60652,95.35124,92.69208,98.64758,117.95769,111.11317,111.79286,108.18393
1990-06-25,85.9393847146375,92.3284162391982,107.88378379297,104.134348626813,86.11377,95.09103,92.35437,98.47988,118.66881,111.46005,112.24106,108.41309
1990-06-26,85.4605797511658,92.0667868275363,107.880925943337,104.039926378911,85.63499,94.83771,92.20512,98.41233,119.36919,111.80103,112.46381,108.53304
1990-06-27,86.1512991148573,92.435994038392,105.545914320277,102.683903655501,86.32811,95.23261,93.81204,99.28198,118.44305,111.3795,110.54303,107.61869
1990-06-28,87.4989842018038,93.1546087096331,104.19818066235,102.081906038306,87.67956,95.9892,95.11897,99.98571,116.62759,110.53808,109.04185,106.90028
