"date","eu_price","eu_gdtr_l1","eu_gdtr_l2","eu_ndtr_l1","eu_ndtr_l2","eu_gdtr_s1","eu_gdtr_s2","eu_ndtr_s1","eu_ndtr_s2"
1998-08-09,324.08587,379.84644,675.74308,362.29445,614.77072,56.95048,15.91813,59.71459,17.50277
1998-08-10,323.78355,379.50399,674.4515,361.96442,613.58419,57.01102,15.95049,59.77863,17.53867
1998-08-11,319.68201,374.72204,657.38182,357.39625,598.03048,57.73857,16.35611,60.54268,17.98538
1998-08-12,323.02701,378.67147,671.16807,361.15498,610.54489,57.13931,16.01508,59.9157,17.6112
1998-08-13,322.21875,377.73868,667.78946,360.26115,607.45736,57.28919,16.09762,60.07356,17.70237
1998-08-14,320.54481,375.79653,660.8512,358.40319,601.12674,57.59284,16.26679,60.39291,17.88896
1998-08-15,321.35134,376.75796,664.16195,359.31556,604.12312,57.45465,16.18723,60.24877,17.80192
1998-08-16,323.7011,379.53962,673.89804,361.96087,612.95347,57.03962,15.95188,59.81483,17.54385
1998-08-17,326.5739,382.93605,685.8869,365.19198,623.83108,56.5383,15.67,59.29043,17.23461
1998-08-18,332.48456,389.89932,710.75737,371.82336,646.41981,55.51925,15.10368,58.22328,16.61262
1998-08-19,331.98368,389.32494,708.5868,371.27191,644.43284,55.60994,15.15163,58.31897,16.66569
1998-08-20,329.6368,386.59554,698.57559,368.66263,635.30562,56.00868,15.36751,58.73815,16.90372
1998-08-21,326.80238,383.29505,686.5729,365.50852,624.36691,56.49577,15.63339,59.25004,17.19679
1998-08-22,327.05783,383.6067,687.61571,365.8023,625.30352,56.45885,15.61151,59.21188,17.17305
1998-08-23,327.43615,384.06314,689.17794,366.23392,626.71186,56.40074,15.57793,59.15151,17.13645
1998-08-24,327.93706,384.66415,691.26061,366.8032,628.59264,56.32155,15.53274,59.06908,17.0871
1998-08-25,329.77835,386.84901,699.03887,368.8795,635.6413,56.01068,15.35983,58.74419,16.89755
1998-08-26,328.59929,385.48354,694.02879,367.57248,631.06845,56.21736,15.47177,58.96176,17.02115
1998-08-27,315.60442,370.2775,639.19802,353.06204,581.17419,58.44427,16.69604,61.29913,18.36904
1998-08-28,306.08238,359.13897,600.65684,342.43189,546.10057,60.21469,17.7056,63.15767,19.48074
1998-08-29,297.326,348.89613,566.31452,332.65659,514.84889,61.94483,18.72097,64.97402,20.59892
1998-08-30,288.91704,339.05901,534.304,323.26869,485.72058,63.7046,19.78241,66.82155,21.76792
1998-08-31,283.50456,332.73263,514.29316,317.22968,467.50745,64.90695,20.52677,68.08422,22.58797
1998-09-01,291.98729,342.71916,545.10796,326.7421,495.49316,62.96962,19.29946,66.05394,21.23867
1998-09-02,291.07626,341.66442,541.69319,325.73243,492.37665,63.17374,19.42276,66.2689,21.37489
1998-09-03,284.52414,334.00091,517.33346,318.41847,470.21107,64.60111,20.29861,67.76778,22.33979
1998-09-04,283.70873,333.05745,514.35404,317.51513,467.49157,64.79423,20.41805,67.9712,22.47179
1998-09-05,285.52253,335.20948,520.94454,319.56026,473.46255,64.38623,20.15898,67.54459,22.18758
1998-09-06,290.74277,341.36665,540.02482,325.42185,490.77972,63.21419,19.42314,66.31676,21.37882
1998-09-07,296.20078,347.80413,560.33318,331.55038,509.21113,62.03251,18.69514,65.07877,20.5786
1998-09-08,297.77702,349.67718,566.30707,333.3296,514.62065,61.7086,18.49814,64.74019,20.36254
1998-09-09,292.01697,342.93971,544.42271,326.89956,494.71027,62.90761,19.21525,65.99958,21.15285
1998-09-10,279.21413,327.93997,496.73917,312.59124,451.35008,65.66926,20.90056,68.89902,23.00942
1998-09-11,287.11125,337.24535,524.87593,321.45251,476.8911,63.8164,19.71921,66.95693,21.71013
1998-09-12,291.00297,341.84363,539.13246,325.82775,489.82152,62.95653,19.18598,66.05634,21.12411
1998-09-13,294.08767,345.49332,550.58647,329.29907,500.20561,62.29451,18.7807,65.36322,20.67884
1998-09-14,295.40431,347.06026,555.52113,330.78683,504.6713,62.02204,18.61466,65.07847,20.49674
1998-09-15,295.12518,346.74319,554.44581,330.4815,503.68497,62.08875,18.65296,65.14908,20.5393
1998-09-16,298.12362,350.29227,565.73592,333.8567,513.91868,61.46326,18.2754,64.49423,20.12449
1998-09-17,288.6869,339.23609,529.96251,323.31016,481.39387,63.4131,19.43323,66.54198,21.40056
1998-09-18,290.65235,341.56932,537.19544,325.52715,487.94391,62.98716,19.17036,66.0964,21.11197
1998-09-19,290.57303,341.48634,536.87647,325.44513,487.64541,63.01259,19.18406,66.12369,21.12744
1998-09-20,290.46323,341.36756,536.445,325.32898,487.2447,63.04465,19.2018,66.15793,21.14735
1998-09-21,290.38404,341.28471,536.12682,325.24711,486.94695,63.07009,19.21551,66.18522,21.16284
1998-09-22,292.26444,343.51817,543.08609,327.36894,493.24788,62.66749,18.96841,65.76409,20.89156
1998-09-23,303.06047,356.23986,583.25214,339.48338,529.70018,60.35681,17.56783,63.34108,19.35016
1998-09-24,294.89095,346.66721,551.8433,330.35229,501.14807,61.98846,18.51603,65.05503,20.39554
1998-09-25,293.83136,345.43739,547.86785,329.17589,497.52427,62.21848,18.6517,65.2973,20.54554
1998-09-26,294.40823,346.12876,550.00056,329.83094,499.44972,62.10422,18.58143,65.17813,20.46859
1998-09-27,295.8018,347.78796,555.21217,331.4061,504.16441,61.81697,18.40774,64.87783,20.278
1998-09-28,296.38412,348.48587,557.37739,332.06739,506.1191,61.70357,18.3384,64.75956,20.20207
1998-09-29,295.91493,347.94596,555.58466,331.54956,504.48105,61.81032,18.39996,64.87224,20.2703
1998-09-30,285.83019,336.1206,517.74721,320.27217,470.09566,63.92387,19.65616,67.09231,21.65533
1998-10-01,273.97666,322.21565,474.85348,307.01313,431.12117,66.57876,21.28704,69.88083,23.45339
1998-10-02,276.12052,324.76022,482.30189,309.43106,437.86505,66.0638,20.95574,69.34183,23.08939
1998-10-03,274.96479,323.41683,478.25937,308.1466,434.18229,66.3478,21.13396,69.64093,23.28642
1998-10-04,272.60577,320.66192,470.05967,305.51613,426.72251,66.92372,21.49888,70.2467,23.68936
1998-10-05,271.38691,319.24436,465.85272,304.16101,422.8907,67.23041,21.69392,70.56967,23.90497
1998-10-06,271.21883,319.05636,465.25364,303.97908,422.33915,67.28086,21.72445,70.62327,23.93906
1998-10-07,263.51901,310.02625,438.86749,295.3678,398.36478,69.19598,22.95918,72.63537,25.3009
1998-10-08,258.71249,304.39457,422.87575,289.99575,383.83114,70.46411,23.79857,73.96815,26.22703
1998-10-09,268.06447,315.42654,453.48204,300.49775,411.58993,67.9217,22.07901,71.3014,24.33347
1998-10-10,271.27849,319.23302,464.37798,304.11706,421.46013,67.11301,21.55119,70.45412,23.7529
1998-10-11,273.9389,322.38773,473.50594,307.11559,429.72556,66.46062,21.1302,69.77084,23.28996
1998-10-12,274.92863,323.56916,476.92509,308.23632,432.81536,66.2278,20.98019,69.52749,23.12533
1998-10-13,273.57757,321.99601,472.23592,306.73293,428.54649,66.56052,21.18903,69.87786,23.35624
1998-10-14,277.72172,326.89991,486.56877,311.39689,441.53239,65.5576,20.54851,68.82667,22.65135
1998-10-15,286.00926,336.68522,515.64576,320.70955,467.89365,63.6058,19.32304,66.77945,21.30173
1998-10-16,287.95152,338.99507,522.66518,322.90315,474.24358,63.1797,19.06235,66.33347,21.01523
1998-10-17,289.03298,340.28616,526.58985,324.12784,477.78973,62.94927,18.92152,66.09258,20.86064
1998-10-18,289.8176,341.22482,529.43826,325.01772,480.36164,62.78576,18.82147,65.92177,20.75087
1998-10-19,290.90381,342.52174,533.40558,326.2479,483.94611,62.55724,18.68271,65.68287,20.59854
1998-10-20,293.3707,345.45148,542.47294,329.03129,492.15153,62.03222,18.36738,65.13306,20.25178
1998-10-21,296.36536,349.00394,553.57138,332.40748,502.19819,61.40433,17.99384,64.47525,19.84083
1998-10-22,297.2222,350.0288,556.7627,333.37911,505.07974,61.23392,17.89229,64.2972,19.7294
1998-10-23,294.6468,347.01733,547.12229,330.50482,496.31583,61.77063,18.20428,64.86193,20.07413
1998-10-24,295.24645,347.73699,549.33234,331.18638,498.30923,61.65251,18.13295,64.73864,19.99595
1998-10-25,296.1174,348.77873,552.5643,332.17403,501.22735,61.47776,18.02848,64.55603,19.88128
1998-10-26,296.73813,349.52348,554.86441,332.87947,503.3021,61.35641,17.95562,64.42935,19.8014
1998-10-27,297.12082,349.98604,556.27283,333.31666,504.56952,61.28515,17.91224,64.35518,19.75396
1998-10-28,297.61387,350.57938,558.09862,333.87817,506.2148,61.19118,17.85563,64.25719,19.69196
1998-10-29,301.56085,355.25672,572.92881,338.32474,519.64223,60.385,17.38343,63.41214,19.17213
1998-10-30,306.04012,360.56253,589.97876,343.36943,535.08114,59.49322,16.86832,62.4772,18.60495
1998-10-31,307.23461,361.98927,594.58282,344.72263,539.23956,59.26766,16.73881,62.24133,18.4627
1998-11-01,308.15364,363.08889,598.13025,345.76504,542.44191,59.0973,16.641,62.06328,18.35533
1998-11-02,309.33433,364.49942,602.71273,347.10276,546.58047,58.87729,16.51554,61.83322,18.21753
1998-11-03,311.00796,366.49491,609.24654,348.99635,552.48485,58.5645,16.33852,61.50591,18.02297
1998-11-04,315.10829,371.35595,625.34225,353.61704,567.05474,57.79718,15.90886,60.70151,17.54986
1998-11-05,316.90632,373.49927,632.49309,355.65104,573.51688,57.47293,15.72888,60.36215,17.352
1998-11-06,319.58874,376.68811,643.22457,358.67972,583.22263,56.99155,15.46393,59.85789,17.06047
1998-11-07,320.26935,377.50508,645.94489,359.45345,585.67552,56.8772,15.40042,59.73849,16.99081
1998-11-08,320.83191,378.18203,648.19109,360.09407,587.69937,56.78448,15.34876,59.64175,16.93418
1998-11-09,321.07911,378.4853,649.16011,360.37948,588.56694,56.7482,15.32771,59.60421,16.91127
1998-11-10,319.81386,377.01185,644.03505,358.97144,583.90366,56.97837,15.45061,59.84681,17.04735
1998-11-11,316.57241,373.21462,630.99167,355.34914,572.05605,57.56152,15.76542,60.46044,17.39533
1998-11-12,318.39023,375.38223,638.2525,357.40603,578.61626,57.23659,15.58595,60.12033,17.19799
1998-11-13,319.85529,377.13183,644.13224,359.0655,583.92617,56.97919,15.4443,59.85103,17.0423
1998-11-14,319.51341,376.74062,642.7256,358.68966,582.63994,57.04761,15.47994,59.92347,17.08195
1998-11-15,318.88602,376.01425,640.17701,357.99429,580.31724,57.16694,15.54323,60.04944,17.15216
1998-11-16,318.54427,375.6232,638.77547,357.61857,579.03576,57.23575,15.57919,60.12229,17.19216
1998-11-17,320.00087,377.36297,644.62288,359.26865,584.3159,56.98002,15.4385,59.85472,17.03751
1998-11-18,321.34485,378.96916,650.04012,360.79177,589.2067,56.74678,15.31066,59.61073,16.89701
1998-11-19,325.91257,384.38654,668.55454,365.94062,605.96007,55.94475,14.87645,58.76965,16.41861
1998-11-20,330.85968,390.25273,688.88827,371.51637,624.36043,55.09996,14.42579,57.88365,15.92204
1998-11-21,335.0799,395.26135,706.49656,376.27577,640.28991,54.4017,14.05881,57.15147,15.51775
1998-11-22,338.95851,399.86726,722.88491,380.65172,655.11284,53.77663,13.73443,56.49613,15.16042
1998-11-23,341.01209,402.31664,731.66205,382.9758,663.04088,53.45602,13.56937,56.16044,14.97883
1998-11-24,338.89524,399.84209,722.58228,380.61377,654.79045,53.79345,13.73941,56.51588,15.16704
1998-11-25,340.30454,401.52722,728.59483,382.21149,660.21703,53.57542,13.62676,56.28776,15.04319
1998-11-26,341.67394,403.16504,734.46011,383.76428,665.51022,53.36551,13.51871,56.06814,14.9244
1998-11-27,342.94318,404.68388,739.91445,385.20403,670.4317,53.17308,13.41996,55.86685,14.81585
1998-11-28,340.28464,401.57098,728.45057,382.23414,660.02053,53.5908,13.62954,56.30672,15.04776
1998-11-29,334.55312,394.83638,703.93634,375.8155,637.78046,54.49853,14.08995,57.26168,15.55673
1998-11-30,331.89347,391.72131,692.74991,372.84379,627.62254,54.93774,14.31569,57.72418,15.80652
1998-12-01,332.92283,392.95471,697.03716,374.0125,631.48904,54.77369,14.22885,57.55262,15.71108
1998-12-02,330.76077,390.4254,687.98851,371.59875,623.26986,55.13509,14.41529,57.93334,15.91748
1998-12-03,324.83665,383.46158,663.37152,364.96248,600.94095,56.12741,14.93284,58.9773,16.48967
1998-12-04,332.59474,392.6541,695.10907,373.7018,629.65957,54.79028,14.22004,57.57386,15.70344
1998-12-05,334.11818,394.47585,701.48835,375.42901,635.41598,54.54422,14.09109,57.31631,15.56159
1998-12-06,335.43277,396.04928,707.01326,376.92041,640.39996,54.33473,13.98163,57.0971,15.44121
1998-12-07,336.07604,396.82375,709.70692,377.65327,642.82542,54.23648,13.92986,56.9945,15.38439
1998-12-08,333.25694,393.5193,697.81583,374.50161,632.03168,54.69605,14.16474,57.47846,15.64434
1998-12-09,333.25372,393.52726,697.77436,374.50583,631.98277,54.70287,14.16707,57.48615,15.6472
1998-12-10,326.36432,385.42236,668.96316,366.78399,605.85873,55.83735,14.7535,58.67968,16.29562
1998-12-11,325.33171,384.2195,664.7218,365.63458,602.00202,56.01952,14.84854,58.87188,16.40101
1998-12-12,323.21409,381.74066,656.07955,363.26947,594.15474,56.38887,15.0431,59.26103,16.61647
1998-12-13,319.93728,377.89471,642.7955,359.60275,582.10209,56.96494,15.34921,59.86757,16.95523
1998-12-14,317.89913,375.50897,634.61613,357.32637,574.67535,57.33262,15.54608,60.25499,17.17327
1998-12-15,325.15208,384.1096,663.62489,365.50111,600.91376,56.02748,14.83701,58.88492,16.39089
1998-12-16,326.11657,385.26666,667.55873,366.59714,604.45934,55.86649,14.75053,58.71653,16.2958
1998-12-17,331.03286,391.10613,687.73037,372.14467,622.69482,55.02749,14.30627,57.83616,15.8058
1998-12-18,333.29529,393.80644,697.16047,374.70633,631.20723,54.65518,14.11152,57.44605,15.59129
1998-12-19,335.45874,396.38973,706.23942,377.15662,639.40141,54.30423,13.92914,57.07836,15.39043
1998-12-20,337.5586,398.89788,715.10847,379.53545,647.40521,53.96817,13.7556,56.72628,15.1993
1998-12-21,339.23913,400.90845,722.24764,381.44143,653.84464,53.70369,13.61964,56.44933,15.04964
1998-12-22,339.8824,401.68371,724.97014,382.17476,656.29465,53.60742,13.56968,56.34877,14.99477
1998-12-23,346.72094,409.80049,754.1985,389.88745,682.72033,52.53166,13.02395,55.21945,14.3925
1998-12-24,347.41514,410.63672,757.20311,390.67858,685.42457,52.4318,12.97336,55.11512,14.33693
1998-12-25,347.32642,410.54416,756.78802,390.58701,685.03651,52.45095,12.98177,55.13575,14.34648
1998-12-26,347.15404,410.35278,756.00868,390.40142,684.31864,52.48275,12.99645,55.16968,14.36295
1998-12-27,347.00066,410.18387,755.31233,390.23717,683.67594,52.51174,13.00973,55.20065,14.37789
1998-12-28,346.89294,410.0688,754.81459,390.12421,683.2131,52.53388,13.01962,55.22442,14.38908
1998-12-29,350.02368,413.80014,768.4765,393.6654,695.54883,52.06337,12.78531,54.73103,14.13076
1998-12-30,347.83041,411.23073,758.84169,391.21444,686.80495,52.39619,12.94744,55.08182,14.31043
1998-12-31,346.62306,409.82183,753.55301,389.86891,682.00006,52.58511,13.03948,55.28116,14.41254
1999-01-01,345.92418,409.01023,750.48311,389.09265,679.20706,52.69827,13.09432,55.40071,14.47347
1999-01-02,345.38267,408.38371,748.10252,388.49275,677.03892,52.78754,13.13746,55.49511,14.52144
1999-01-03,344.96413,407.90194,746.25928,388.03071,675.35776,52.85794,13.17133,55.56966,14.55916
1999-01-04,344.6434,407.5354,744.84147,387.67839,674.06203,52.9134,13.19781,55.62848,14.5887
1999-01-05,349.6118,413.44347,766.36098,393.28921,693.50405,52.15427,12.81797,54.83175,14.16953
1999-01-06,359.27377,424.90733,808.78115,404.1835,731.85347,50.71602,12.10988,53.32116,13.38756
1999-01-07,360.62611,426.5292,814.87203,405.71987,737.34195,50.5301,12.02003,53.12653,13.28865
1999-01-08,365.71731,432.58518,837.92775,411.47063,758.16857,49.82029,11.68128,52.38153,12.91478
1999-01-09,365.07841,431.84439,834.97165,410.76176,755.47825,49.91313,11.72378,52.47968,12.96204
1999-01-10,364.08597,430.6878,830.4133,409.65678,751.33586,50.05433,11.78909,52.62877,13.03455
1999-01-11,362.90178,429.30578,824.99856,408.33693,746.41735,50.22249,11.86726,52.80625,13.12132
1999-01-12,355.64644,420.75578,792.05305,400.19518,716.57559,51.23024,12.34248,53.86706,13.64736
1999-01-13,349.573,413.60117,765.0357,393.38145,692.10154,52.10902,12.76484,54.79225,14.11497
1999-01-14,343.59917,406.56335,738.92238,386.6791,668.4475,53.00343,13.20193,55.73391,14.59891
1999-01-15,355.30615,420.45375,789.33976,399.87931,714.01886,51.20023,12.30254,53.83938,13.60516
1999-01-16,355.8494,421.1114,791.7307,400.50059,716.16671,51.1275,12.26655,53.76346,13.56565
1999-01-17,356.30888,421.66936,793.75076,401.02722,717.97956,51.06702,12.23651,53.70041,13.5327
1999-01-18,356.73727,422.19035,795.63464,401.51874,719.66936,51.01111,12.2087,53.64214,13.50221
1999-01-19,357.31158,422.88509,798.17626,402.17517,721.95302,50.93423,12.1709,53.56187,13.46069
1999-01-20,359.74542,425.79507,809.08337,404.9343,731.78851,50.59087,12.0058,53.20191,13.27866
1999-01-21,352.71096,417.50155,777.48575,397.03784,703.17615,51.58341,12.47589,54.24689,13.79919
1999-01-22,350.03845,414.36301,765.71943,394.04613,692.50955,51.97858,12.66599,54.66342,14.00994
1999-01-23,350.59577,415.0375,768.13576,394.68335,694.68019,51.90149,12.62735,54.58293,13.9675
1999-01-24,351.88838,416.58934,773.80295,396.15297,699.78381,51.715,12.53552,54.38765,13.86636
1999-01-25,353.45505,418.46835,780.7051,397.93289,706.00143,51.48935,12.42506,54.15129,13.74465
1999-01-26,358.9565,425.01611,805.05594,404.1496,727.98754,50.6915,12.0389,53.31352,13.31815
1999-01-27,358.59212,424.59806,803.39098,403.74824,726.46825,50.7488,12.06508,53.37429,13.34737
1999-01-28,367.63546,435.3443,843.97675,413.95591,763.12889,49.4718,11.45686,52.03266,12.67522
1999-01-29,373.58856,442.42989,871.36389,420.68316,787.85475,48.67394,11.08632,51.19479,12.26591
1999-01-30,373.42478,442.24926,870.56377,420.50759,787.11705,48.70104,11.09771,51.22375,12.27873
1999-01-31,373.23774,442.04113,869.65568,420.30586,786.28173,48.7312,11.11049,51.25594,12.2931
1999-02-01,373.02538,441.803,868.63025,420.07565,785.3403,48.76471,11.1248,51.29165,12.30916
1999-02-02,367.91806,435.78427,844.87454,414.3443,763.83037,49.43632,11.43027,51.99911,12.64764
1999-02-03,371.21189,439.7179,860.04102,418.0753,777.50828,48.99746,11.22633,51.53865,12.42255
1999-02-04,365.99824,433.5724,835.9135,412.22365,755.66415,49.68955,11.5425,52.26769,12.77291
1999-02-05,363.17914,430.25882,823.05179,409.06592,744.01036,50.07664,11.72134,52.6758,12.97127
1999-02-06,363.91737,431.14998,826.37793,409.90849,746.99997,49.98032,11.67524,52.57508,12.92055
1999-02-07,364.9262,432.36438,830.94937,411.05759,751.1125,49.84693,11.61191,52.43546,12.85081
1999-02-08,365.69463,433.29171,834.42968,411.93445,754.24092,49.74738,11.56453,52.33135,12.79868
1999-02-09,356.03201,421.8797,790.39132,401.07449,714.39633,51.06492,12.1761,53.71866,13.47616
1999-02-10,357.76572,423.95983,798.10608,403.04474,721.34331,50.8206,12.05855,53.46262,13.34655
1999-02-11,367.09281,435.05107,839.78502,413.57791,758.97444,49.49845,11.43009,52.07318,12.65169
1999-02-12,361.44009,428.3827,813.95735,407.22989,735.60003,50.26427,11.78281,52.87994,13.04264
1999-02-13,362.40274,429.54229,818.28326,408.32695,739.4904,50.13543,11.72141,52.74508,12.97502
1999-02-14,364.73503,432.33608,828.8467,410.97442,749.00645,49.81652,11.57131,52.41065,12.80939
1999-02-15,367.03897,435.09649,839.34885,413.5901,758.46653,49.50556,11.42588,52.08456,12.64892
1999-02-16,368.02998,436.29034,843.87248,414.7195,762.53442,49.37674,11.36547,51.94971,12.58237
1999-02-17,361.69738,428.81513,814.87263,407.60482,736.29641,50.22971,11.7572,52.84827,13.01659
1999-02-18,365.58261,433.45408,832.42382,412.00504,752.12157,49.69338,11.50515,52.28519,12.73814
1999-02-19,370.78826,439.66118,856.18301,417.89507,773.55249,48.98879,11.17793,51.5451,12.37647
1999-02-20,375.25748,444.99492,876.87242,422.955,792.20908,48.40142,10.90896,50.92828,12.07923
1999-02-21,379.18303,449.68389,895.2655,427.40208,808.7903,47.89827,10.68125,50.40003,11.82764
1999-02-22,382.21552,453.31278,909.6267,430.84195,821.72935,47.51855,10.511,50.00156,11.63964
1999-02-23,384.44758,455.99005,920.27429,433.37797,831.31561,47.24542,10.38921,49.71515,11.50522
1999-02-24,380.05308,450.80756,899.26305,428.44406,812.3031,47.78932,10.62752,50.28844,11.76958
1999-02-25,374.57084,444.33598,873.35419,422.28463,788.86599,48.48231,10.93483,51.01872,12.11041
1999-02-26,375.29163,445.2078,876.69365,423.10843,791.86463,48.39427,10.89418,50.92664,12.06566
1999-02-27,375.76359,445.78264,878.86948,423.65053,793.81408,48.33885,10.8683,50.86884,12.03724
1999-02-28,376.12302,446.22336,880.51896,424.06531,795.28872,48.29812,10.84906,50.82647,12.01616
1999-03-01,376.35555,446.51305,881.57369,424.33667,796.22666,48.27383,10.83722,50.80137,12.00326
1999-03-02,373.72658,443.42015,869.27248,421.39006,785.08875,48.61524,10.98958,51.16153,12.17244
1999-03-03,374.2794,444.09151,871.8183,422.02369,787.37173,48.54863,10.95854,51.09196,12.13831
1999-03-04,382.73429,454.16277,911.27485,431.58329,822.96481,47.45456,10.46371,49.94193,11.59085
1999-03-05,390.53936,463.46389,948.51062,440.41083,856.54948,46.48943,10.03721,48.9275,11.11901
1999-03-06,391.00855,464.0361,950.7597,440.95024,858.56351,46.43861,10.01444,48.8745,11.094
1999-03-07,391.45822,464.5851,952.91606,441.46756,860.49387,46.39023,9.99274,48.82407,11.07018
1999-03-08,391.7482,464.94377,954.29411,441.80426,861.72218,46.36096,9.9793,48.79372,11.0555
1999-03-09,391.00862,464.08241,950.66458,440.98113,858.42664,46.4534,10.01827,48.89152,11.0989
1999-03-10,390.48344,463.47419,948.07993,440.39891,856.076,46.52081,10.04651,48.96295,11.13041
1999-03-11,398.48873,473.01616,987.02594,449.45433,891.19819,45.56951,9.63481,47.96298,10.67487
1999-03-12,393.09032,466.6404,960.324,443.38703,867.05238,46.1899,9.89638,48.61693,10.96511
1999-03-13,394.34701,468.15465,966.46548,444.81945,872.57253,46.04623,9.83403,48.46641,10.89634
1999-03-14,395.84437,469.95714,973.81625,446.52504,879.18152,45.87513,9.76016,48.28708,10.81483
1999-03-15,397.13611,471.51357,980.17459,447.99742,884.89647,45.72935,9.69735,48.13433,10.74555
1999-03-16,398.25654,472.865,985.70067,449.27545,889.86171,45.60441,9.64359,48.00347,10.68627
1999-03-17,391.89528,465.34582,954.25761,442.12178,861.4378,46.33589,9.95217,48.77446,11.02866
1999-03-18,398.63899,473.39254,987.16799,449.75584,891.10386,45.54099,9.6099,47.93895,10.64993
1999-03-19,395.72542,469.96064,972.76841,446.48744,878.07431,45.87663,9.75085,48.2931,10.80651
1999-03-20,395.73565,469.98686,972.79732,446.50831,878.08464,45.87906,9.75123,48.29609,10.80713
1999-03-21,395.757,470.02628,972.88574,446.54177,878.14868,45.87976,9.75093,48.29726,10.80698
1999-03-22,395.76855,470.05408,972.92779,446.56418,878.17088,45.88141,9.75104,48.29943,10.8073
1999-03-23,385.77899,458.22864,923.89641,435.31851,833.87097,47.04054,10.2431,49.52086,11.3532
1999-03-24,386.52103,459.12734,927.43115,436.1674,837.04251,46.9548,10.20492,49.43115,11.31114
1999-03-25,395.03212,469.27765,968.34825,445.79865,873.92776,45.92325,9.7557,48.3465,10.81382
1999-03-26,397.75064,472.53993,981.7177,448.88841,885.95714,45.61039,9.62198,48.01814,10.66604
1999-03-27,400.70301,476.08114,996.33648,452.24282,899.11224,45.27493,9.47965,47.66599,10.50873
1999-03-28,403.96491,479.99126,1012.60613,455.94734,913.75524,44.90937,9.32579,47.28216,10.33862
1999-03-29,406.84887,483.45192,1027.10929,459.22501,926.8041,44.59182,9.19315,46.94883,10.19201
1999-03-30,403.10336,479.03126,1008.22631,455.01741,909.73098,45.00574,9.36307,47.3855,10.38076
1999-03-31,397.05533,471.87765,978.01602,448.21288,882.43383,45.68409,9.64455,48.1007,10.69328
1999-04-01,398.91028,474.11036,987.17652,450.32563,890.66762,45.47426,9.55516,47.88063,10.59455
1999-04-02,401.40868,477.11191,999.58118,453.1675,901.82349,45.19261,9.43603,47.58505,10.46289
1999-04-03,404.8579,481.24671,1016.81038,457.08484,917.32815,44.80717,9.2743,47.18025,10.28402
1999-04-04,408.75985,485.92097,1036.46468,461.51417,935.01847,44.37813,9.09594,46.72954,10.08671
1999-04-05,410.80549,488.38281,1046.86702,463.84388,944.36815,44.15941,9.00555,46.5001,9.98683
1999-04-06,408.0099,485.08774,1032.63953,460.70635,931.50117,44.46347,9.12882,46.82107,10.12389
1999-04-07,409.53736,486.92928,1040.37744,462.44812,938.45195,44.30107,9.06137,46.65079,10.0494
1999-04-08,413.79041,492.02305,1062.04,467.27531,957.94967,43.84408,8.87365,46.17063,9.84167
1999-04-09,417.37807,496.32522,1080.51493,471.35082,974.5718,43.46638,8.72008,45.77389,9.67178
1999-04-10,417.7262,496.7549,1082.28678,471.75443,976.15153,43.43433,8.70655,45.74057,9.65696
1999-04-11,418.04277,497.14694,1083.89631,472.12234,977.58494,43.40559,8.69437,45.71074,9.64362
1999-04-12,418.20142,497.35074,1084.6863,472.31156,978.27969,43.39331,8.68879,45.69822,9.63761
1999-04-13,417.65374,496.71556,1081.81833,471.70377,975.67404,43.45414,8.7125,45.76273,9.6641
1999-04-14,409.97476,487.62006,1042.10606,463.05571,939.81458,44.25496,9.033,46.60711,10.02004
1999-04-15,411.37928,489.31494,1049.26123,464.65833,946.23939,44.10629,8.97168,46.45124,9.95231
1999-04-16,410.34445,488.10308,1043.97493,463.50217,941.45026,44.22059,9.01755,46.57215,10.00342
1999-04-17,408.58071,486.02933,1035.0159,461.52616,933.34346,44.41351,9.0956,46.77601,10.09031
1999-04-18,405.94436,482.92113,1021.69073,458.56681,921.2956,44.70258,9.21337,47.08125,10.2213
1999-04-19,404.28058,480.96532,1013.32947,456.70304,913.72949,44.88866,9.28944,47.27791,10.30598
1999-04-20,408.24854,485.72209,1033.28953,461.20963,931.68667,44.44967,9.10712,46.81661,10.10417
1999-04-21,420.56849,500.42501,1095.75994,475.15781,987.96284,43.10908,8.55717,45.40593,9.49457
1999-04-22,427.19897,508.35575,1130.40052,482.67638,1019.14697,42.43065,8.28725,44.69247,9.19555
1999-04-23,424.95328,505.71074,1118.52977,480.15733,1008.41219,42.65717,8.37507,44.93178,9.29329
1999-04-24,425.66492,506.57585,1122.25338,480.97359,1011.74754,42.58974,8.34795,44.86124,9.26339
1999-04-25,427.20143,508.43056,1130.37318,482.72716,1019.03669,42.4389,8.28821,44.70304,9.19739
1999-04-26,427.90693,509.28846,1134.09258,483.53651,1022.36794,42.37212,8.26155,44.63318,9.168
1999-04-27,425.94204,506.97586,1123.6974,481.33357,1012.96603,42.56935,8.33789,44.8416,9.25299
1999-04-28,422.55259,502.97217,1105.85483,477.52378,996.84549,42.91034,8.4709,45.2016,9.40092
1999-04-29,421.72973,502.01058,1101.53353,476.60576,992.92904,42.99724,8.50462,45.29362,9.43855
1999-04-30,419.4156,499.2833,1089.47209,474.00883,982.02478,43.23572,8.59837,45.54557,9.5429
1999-05-01,421.00429,501.20102,1097.7494,475.82197,989.45469,43.07457,8.53368,45.37653,9.4714
1999-05-02,424.12647,504.95365,1114.09541,479.37448,1004.14605,42.75695,8.40724,45.04289,9.33147
